연번,미디어타입,제목,장소명,장소타입,장소설명,영업시간,브레이크타임,휴무일,주소,위도,경도,전화번호,최종작성일
3660,drama,True Beauty,청계상가,playground,낙담한 임주경은 1화에서 이 건물 옥상으로 올라갔다. 그녀를 구해주는 이수호(아스트로 차은우)의 모습이 포착됐다.,매일 00시 - 24시,정보없음,연중무휴,서울특별시 중구 청계천로 160,37.568177,126.99533,02-2273-4955,2022-11-25
3661,drama,Where Stars Land,제기로9길,playground,어린 이수연(남다름)은 이 거리에서 자신과 함께 태그할 서인우(이동건)를 기다리고 있다.,매일 00시 - 24시,정보없음,연중무휴,서울특별시 동대문구 제기로9길 18,37.587529,127.03732,02-2127-5000,2022-11-25
3662,drama,Where Stars Land,도림로141길,playground,이곳은 어린 이수연(남다름)이 '별들의 나라' 6회 회상씬에서 어린 서인우(이동건)가 앉았던 밴 뒤를 쫓다가 일어난 사고다.,매일 00시 - 24시,정보없음,연중무휴,서울특별시 영등포구 도림로141길 16,37.51403,126.8921,02-2670-3114,2022-11-25
3663,drama,Where Stars Land,거북이슈퍼,store,3번째 예고편에서 이수연(이제훈 분)이 이 식당 앞을 지나간다.,정보없음,정보없음,정보없음,서울특별시 종로구 수표로28길 17-25,37.573427,126.98945,,2022-11-25
3664,drama,Where Stars Land,마이포에트리,store,"이곳의 외관은 한여름(채수빈)의 아버지 한재영(최원영)이 운영하던 예전 술집 '여우각시별'로 현재는 장씨의 식당, 집, 진료소로 변신했다. 이수연(이제훈)의 은밀한 곳이었다. 어린 시절 '형' 서인우(이동건)와 함께 이곳에 자주 왔던 청년(남다름)이 한여름(채수빈)의 모습을 본 곳이기도 하다.",평일 11시 - 19시,정보없음,주말,서울특별시 종로구 수표로28길 23,37.572915,126.989821,070-8285-9091,2022-11-25
3665,drama,Where Stars Land,율곡로3길,playground,이 거리는 22회에서 수연(이제훈)의 집으로 돌아가는 길이다.,매일 00시 - 24시,정보없음,연중무휴,서울특별시 종로구 율곡로3길,37.577811,126.98239,02-2148-1114,2022-11-25
3666,drama,Where Stars Land,갤러리연우,playground,7회 플래시백에서 사고 후 휠체어에 쇠사슬로 묶인 어린 이수연(남다름)은 이 갤러리 옆 계단에서 몸을 던지고 싶어한다.,화-일 11시 - 18시,정보없음,월요일,서울특별시 종로구 평창7길 32,37.6164966,126.976,0507-1335-1790,2022-11-25
3667,drama,Where Stars Land,르풀,cafe,"1회에서는 한여름(채수빈)은 출근길 비를 피해 이 식당 입구로 피신하고, 그곳에는 이미 이수연(이제훈)이 서 있다. 그녀는 그녀의 부적 목걸이(나침반)가 그의 팔에 닿을 때까지 그에게 빗방울을 쏟고 변명하며 그는 그냥 거기에 서 있습니다. 그녀가 그것을 가져 가려고 할 때, 그가 우산을 열고 떠날 때까지 그에게 달라 붙습니다. ","평일 10시 - 20시, 주말 11시 - 20시",정보없음,연중무휴,서울특별시 중구 정동길 33,37.566088,126.97223,02-3789-0400,2022-11-25
3668,drama,Women of the Sun,경복궁,playground,"드라마에서 이곳 대부분 장소가 왕과 왕비의 거처이자 후궁인 향원정과 추향교를 겸하고 있다.함화당, 비현각, 경회루 등이 있다.","수-월 09시 - 17시 (11월-2월), 수-월 09시 - 18시 (3-5월, 9-10월), 수-월 09시 - 18시 30분 (6-8월)",정보없음,화요일(공휴일인 경우 다음날 휴무),서울특별시 종로구 사직로 161,37.5806736,126.976952,02-3700-3900,2022-11-25
3669,drama,Weightlifting Fairy Kim Bok-joo,서울과학기술대학교,playground,마지막 16화 육상에서의 마지막 키스신이 위치하며 부분적으로 '한올체육대학교'로 표시됩니다. 김복주(이성경)와 정준형(남주혁)이 자주 만나는 호수도 이곳에 있다.,매일 00시 - 24시,정보없음,연중무휴,서울특별시 노원구 공릉로 232,37.629632,127.07845,02-970-6114,2022-11-25
3670,drama,Weightlifting Fairy Kim Bok-joo,태릉선수촌,playground,15회부터 여기에서 훈련합니다. 그녀는 국가 대표팀에 합류한다. 16회에서는 정준형(남주혁)이 복주(이성경)를 태릉으로 돌려보내고 두 연인이 헤어지기 힘든 상황이 그려졌다.,평일 09시 - 18시,정보없음,"주말, 공휴일",서울특별시 노원구 화랑로 727,37.63674,127.10344,02-970-0114,2022-11-25
3671,drama,Weightlifting Fairy Kim Bok-joo,삼육대학교,playground,이 대학의 입구는 '한얼체육대'로 나온다. 1화에서 정준형(남주혁)과 김복주(이성경)의 첫 만남이 시작되는 곳이기도 하다.,매일 00시 - 24시,정보없음,연중무휴,서울특별시 노원구 화랑로 815,37.64302,127.1055,02-3399-3636,2022-11-25
3672,drama,Weightlifting Fairy Kim Bok-joo,망원한강공원,playground,10회에서 정준형(남주혁)은 이 공원에서 동생 정재이(김재윤)를 만나 훈훈한 이야기를 나눈다.,매일 00시 - 24시,정보없음,연중무휴,서울특별시 마포구 마포나루길 467,37.55347,126.89816,02-3780-0601,2022-11-25
3673,drama,Weightlifting Fairy Kim Bok-joo,성산대교,playground,정준형(남주혁 분)은 3회에서 전 여자친구 송시호(경수진 분)와 이 다리 발치에서 만난다.,매일 00시 - 24시,정보없음,연중무휴,서울특별시 마포구 망원동 성산대교,37.552775,126.89155,02-3153-8114,2022-11-25
3674,drama,Weightlifting Fairy Kim Bok-joo,더 키친 스페셜 원,restaurant,3화에서 정준형(남주혁)이 김복주(이성경)와 여전히 복주를 자신이라고 생각하는 동생 정재이(이재윤)와 함께 이곳에서 저녁식사를 하자고 제안을 한다.,정보없음,정보없음,정보없음,서울특별시 마포구 양화로 112,37.55324,126.9197,02-323-7744,2022-11-25
3675,drama,Weightlifting Fairy Kim Bok-joo,가든포에트,restaurant,10화에서 김복주(이성경)는 짝사랑하는 정재이(이재윤)에게 사과를 받고 싶어 이곳에서 만나자고 한다. 그것은 그녀에게 완전히 고통스러운 순간이며 그녀는 가능한 한 빨리 떠난다.,화-일 11시 - 21시 30분,정보없음,월요일,서울특별시 마포구 와우산로14길 12,37.55016,126.9237,0507-1377-0887,2022-11-25
3676,drama,Weightlifting Fairy Kim Bok-joo,와우산로22길,playground,11회에서 김복주(이성경)와 정준형(남주혁)이 그녀를 집으로 데려오려다 이 카페를 지나간다.,매일 00시 - 24시,정보없음,연중무휴,서울특별시 마포구 와우산로22길 34,37.55098,126.9241,02-3153-8114,2022-11-25
3677,drama,Weightlifting Fairy Kim Bok-joo,응봉산 팔각정,playground,11회에서 김복주(이성경)와 정준형(남주혁)이 아르바이트에 대해 고백을 하고 이곳을 찾는다. 여기에서 그는 그녀가 실제로 그의 첫사랑이라고 고백하고 그녀가 그를 좋아하는지 확인하기 위해 한 달 동안 데이트를 제안합니다.,매일 00시 - 24시,정보없음,연중무휴,서울특별시 성동구 독서당로60길 13-1,37.547805,127.029886,02-2286-6061,2022-11-25
3678,drama,Weightlifting Fairy Kim Bok-joo,달밝은집,restaurant,드라마에 '복치킨'으로 등장하는 식당으로. 김복주 가족이 운영하는 가게다.,"월,목-금 18시 - 22시, 주말 12시 - 24시",주말만 15시 - 17시,"화요일, 수요일",서울특별시 성북구 정릉로6길 35,37.6102283,126.994599,,2022-11-25
3679,drama,Weightlifting Fairy Kim Bok-joo,한국체육대학교,playground,1회에서 이 대학의 일부가 하늘체육대학으로 등장한다. 이곳은 정준형(남주혁)이 훈련하는 곳으로 나온다.,매일 00시 - 24시,정보없음,연중무휴,서울특별시 송파구 양재대로 1239,37.51963,127.131,02-410-6700,2022-11-25
3680,drama,Weightlifting Fairy Kim Bok-joo,원효대교,playground,15회에서 김복주(이성경)가 미친 듯이 정준형(남주혁)을 찾다가 이곳으로 온다. 그녀는 그가 여기서 자살했을지도 모른다고 생각했습니다.,매일 00시 - 24시,정보없음,연중무휴,서울특별시 영등포구 여의도동 원효대교,37.527046,126.94571,02-2670-3114,2022-11-25
3681,drama,Weightlifting Fairy Kim Bok-joo,서강껍데기 이촌점,restaurant,김복주(이성경)는 2회에서 동료와 함께 이 식당에 온다.,매일 11시 30분 - 24시,정보없음,연중무휴,서울특별시 용산구 이촌로 9,37.530776,126.95487,02-701-8439,2022-11-25
3682,drama,Weightlifting Fairy Kim Bok-joo,라부티크블루,store,3화의 역도요정 김복주(역도요정 김복주) 내 이 건물에 정재이(이재윤)가 운영하는 '제이비만클리닉'이 있다.,평일 09시 - 18시,정보없음,주말,서울특별시 용산구 이태원로55길 45,37.53787,126.9989,02-555-5152,2022-11-25
3683,drama,Weightlifting Fairy Kim Bok-joo,쌍대포소금구이 본점,restaurant,9회에서 김복주(이성경)와 정준형(남주혁)이 술 한잔을 합니다.,"일-목 09시 - 22시 50분, 금-토 09시 - 23시 50분",정보없음,연중무휴,서울특별시 용산구 청파로 291,37.545541,126.97006,0507-1474-1637,2022-11-25
3684,drama,Weightlifting Fairy Kim Bok-joo,아이디어빌,playground,드라마에서 고아영(유다인)이 사는 곳이다. 13회에서는 4년 동안 짝사랑했던 정재이(이재윤)가 자신의 집에 찾아와 데이트 제안을 한다. 가슴 아프다.,매일 00시 - 24시,정보없음,연중무휴,서울특별시 종로구 평창16길 29,37.61134,126.9651,,2022-11-25
3685,drama,Weightlifting Fairy Kim Bok-joo,서울시립미술관,playground,역도요정 김복주(역도요정 김복주) 6회에서 정재이(이재윤)가 콘서트에서 김복주(이성경)를 집으로 데려다주다가 이 박물관 앞에 멈춘다.,"화-금 10시 - 20시, 주말 10시 - 18시",정보없음,월요일,서울특별시 중구 덕수궁길 61,37.564042,126.97376,02-2124-8800,2022-11-25
3686,drama,Weightlifting Fairy Kim Bok-joo,파로그랜드,restaurant,14회 정재이(이재윤)는 고아영(유다인)을 이 레스토랑으로 초대했다.,월-토 11시 30분 - 22시,14시 30분 - 17시 30분,일요일,서울특별시 중구 을지로5길 26,37.567435,126.98516,02-6030-8585,2022-11-25
3687,drama,Weightlifting Fairy Kim Bok-joo,명보사거리,playground,"2회에서 복주(이성경)는 착한남자 정재이(이재윤)에게 반한다. 3화에서 두 사람은 여기서 다시 만나고, 복주는 그녀의 눈을 믿을 수 없다.",매일 00시 - 24시,정보없음,연중무휴,서울특별시 중구 초동 명보사거리,37.56434,126.9928,02-3396-4114,2022-11-25
3688,drama,"Marriage, Not Dating",임피리얼팰리스 서울,stay,1회에서 주장미(한그루)가 이 호텔 방에서 이훈동(허정민)에게 프러포즈를 준비한다. 공기태(연우진)는 훈동에게 속아 같은 시간에 이 호텔의 레스토랑/로비에서 소개팅을 하러 간다.,"매일 입실 15시, 퇴실 12시",정보없음,연중무휴,서울특별시 강남구 언주로 640,37.51401,127.03585,02-3440-8000,2022-11-25
3689,drama,"Marriage, Not Dating",서울중앙지방법원,playground,1-2회에서 주장미(한그루)가 계속되는 괴롭힘 혐의에 대해 자신을 변호해야 하는 장면이다.,평일 09시 - 18시,정보없음,주말,서울특별시 서초구 서초중앙로 157,37.496068,127.01148,02-530-1114,2022-11-25
3690,drama,"Love Is Annoying, but I Hate Being Lonely!",윤보선길,playground,1화에서 이나은(김소은)이 서둘러 아파트를 떠난 후 이 골목을 걷는다.,매일 00시 - 24시,정보없음,연중무휴,서울특별시 종로구 윤보선길,37.577559,126.98376,02-2148-1114,2022-11-25
3691,drama,Love Catcher,상사마을 8-15,stay,시원(양혜지)과 강파랑(손상연)이 살고 있다.,매일 00시 - 24시,정보없음,연중무휴,서울특별시 강서구 개화12길 8-15,37.58699,126.80203,02-2600-6114,2022-11-25
3692,drama,Love Catcher,춘천식당,restaurant,4회에서 정채소(이서빈)는 식당 밖에서 희수(박지원)와 마주한다.,매일 11시 - 21시,정보없음,연중무휴,서울특별시 용산구 한강대로7길 30,37.524877,126.96146,02-796-2707,2022-11-25
3693,drama,Love Catcher,경복궁,playground,3화에서 등장인물들이 국립고궁박물관으로 당일 봉사활동을 하러 갔다.,"수-월 09시 - 17시 (11월-2월), 수-월 09시 - 18시 (3-5월, 9-10월), 수-월 09시 - 18시 30분 (6-8월)",정보없음,화요일(공휴일인 경우 다음날 휴무),서울특별시 종로구 사직로 161,37.5806736,126.976952,02-3700-3900,2022-11-25
3694,drama,Alone in Love,이랜드크루즈,playground,이동진(감우성)과 정유경(문정희)은 한강 유람선에서 결혼한다.,"화-금,일 14시 - 21시, 토 14시 - 22시",정보없음,월요일,서울특별시 영등포구 여의동로 280,37.5290674,126.936218,02-6291-6900,2022-11-25
3695,drama,Alone in Love,그랜드하얏트 서울,stay,유은호(손예진)와 이동진(감우성)의 결혼식을 한다.,"매일 입실 15시, 퇴실 11시",정보없음,연중무휴,서울특별시 용산구 소월로 322,37.539349,126.99715,02-797-1234,2022-11-25
3696,drama,Discovery of Love,도산공원,playground,15회에서 도준호(윤현민)와 윤솔(김슬기)은 아침 조깅을 위해 이 공원에서 만난다. 늦게까지 꾸짖는 윤솔은 자신을 좋아하는 세 가지 이유를 묻고 응수한다. 이 심문은 그가 변덕스럽게 그녀에게 키스하는 것으로 끝납니다. 비록 동의하지 않았지만.,매일 00시 - 24시,정보없음,연중무휴,서울특별시 강남구 도산대로45길 20 도산전시관,37.524491,127.035323,02-541-1800,2022-11-25
3697,drama,Discovery of Love,영동대로,playground,15회에서 남하진(성준)은 이 버스 정류장에서 안아림(윤진이)을 공항으로 보낸다.,매일 00시 - 24시,정보없음,연중무휴,서울특별시 강남구 삼성동,37.51369,127.0605,,2022-11-25
3698,drama,Discovery of Love,상사마을 36,stay,이곳은 한여름(정유미)의 집이다.,매일 00시 - 24시,정보없음,연중무휴,서울특별시 강서구 개화10길 36,37.58699,126.80203,02-2600-6114,2022-11-25
3699,drama,Discovery of Love,평화의 공원,playground,"연애의 발견에서 정유미, 성준이 데이트한 공원",매일 00시 - 24시,정보없음,연중무휴,서울특별시 마포구 상암동 월드컵로 243-60,37.562336,126.895002,02-300-5501,2022-11-18
3700,drama,Discovery of Love,와우산로,playground,"5화에서 강태하(에릭)와 점심을 먹은 후 한여름(정유미), 남하진(성준)은 약간의 다툼 끝에 이 거리에서 헤어진다.",매일 00시 - 24시,정보없음,연중무휴,서울특별시 마포구 서교동 406,37.552359,126.92372,02-3153-8114,2022-11-25
3701,drama,Discovery of Love,산장,restaurant,"술에 취한 전 남자친구 강태하(에릭)는 한여름(정유미)에게 새로운 사랑을 고백하고, 그녀는 나중에 친구들에게 남하진(성준)을 남자친구로 소개한다.","월-목 17시 - (익일) 03시, 금-일 17시 - (익일) 04시",정보없음,연중무휴,서울특별시 마포구 와우산로18길 10 1층,37.550582,126.9236,02-322-3637,2022-11-25
3702,drama,Discovery of Love,와우산로22길,playground,10회에서 화나고 답답한 강태하(에릭)는 절친 윤정목(이승준)과 함께 홍대야구 배틀케이지로 찾아온다. 마침내 정목이 태하에게 그만두라고 설득하자 두 사람은 바로 앞 거리에서 진솔한 대화를 나눈다.,매일 00시 - 24시,정보없음,연중무휴,서울특별시 마포구 와우산로22길 34,37.55098,126.9241,02-3153-8114,2022-11-25
3703,drama,Discovery of Love,카페 자유인들,cafe,"10화에서 화난 강태하(에릭)가 친한 친구 윤정목(이승준)과 함께 대전 야구장 홍대에 찾아온다. 정목이 마침내 태하에게 그만하라고 설득했을 때, 둘은 그 곳 바로 앞 거리에서 진심 어린 이야기를 나눴다.","평일 12시 - 24시, 토 13시 - (익일) 01시, 일 13시 - 20시",정보없음,연중무휴,서울특별시 마포구 와우산로22길 34,37.55098,126.9241,0507-1314-8791,2022-11-25
3704,drama,Discovery of Love,애쉬&블룸,restaurant,1회 회상회에서는 한여름(정유미)과 강태하(에릭)가 한 겨울에 이곳에 찾아온 모습이 그려졌다. 그녀는 그에게 선물로 나무 커플링 한 쌍을 줍니다.,"평일 17시 - (익일) 03시, 주말 17시 - (익일) 05시",정보없음,연중무휴,서울특별시 마포구 와우산로29길 48-15,37.55602,126.9275,0507-1332-1591,2022-11-25
3705,drama,Discovery of Love,월드컵공원,playground,1화에서 한여름(정유미)과 남하진(성준)이 소개팅 직후 처음 만나 키스하는 곳은 바로 평화의 공원이다.,매일 00시 - 24시,정보없음,연중무휴,서울특별시 마포구 하늘공원로 86,37.5708905,126.878429,02-300-5500,2022-11-25
3706,drama,Discovery of Love,성산로22길,playground,5회에서 술에 취한 강태하(에릭)는 한여름(정유미)을 위해 이 거리로 이어지는 계단에서 기다린다. ,매일 00시 - 24시,정보없음,연중무휴,서울특별시 서대문구 성산로22길 22,37.559871,126.93404,02-330-1301,2022-11-25
3707,drama,Discovery of Love,엔터식스 왕십리역점,store,9화에서 한여름(정유미)과 강태하(신화 에릭)가 만난 후 점심을 먹기 위해 이 쇼핑몰에 온다.,매일 10시 30분 - 22시,정보없음,연중무휴,서울특별시 성동구 왕십리광장로 17,37.56203,127.0384,02-2200-6000,2022-11-25
3708,drama,Discovery of Love,마포대교,playground,8회에서 안아림(윤진이)이 자전거를 타고 이 다리를 걷고 있다.,매일 00시 - 24시,정보없음,연중무휴,서울특별시 영등포구 여의도동 84-5,37.533709,126.9367,02-2670-1451,2022-11-25
3709,drama,Discovery of Love,달씨마켓,store,1화에서 안아림(윤진이)은 이를 지나쳐 갑니다. 남하진(성준)의 진료소로 가는 길에 쇼핑을 한다.,정보없음,정보없음,정보없음,서울특별시 종로구 북촌로5가길 8-11,37.5802962,126.982443,02-734-1020,2022-11-25
3710,drama,Discovery of Love,서울 평창동 맨션 566-22,stay,남하진(성준)의 집인데 1회에서 한여름(정유미)이 어머니를 만나러 오는 모습을 볼 수 있다.,매일 00시 - 24시,정보없음,연중무휴,서울특별시 종로구 평창동 566-22,37.609562,126.96388,02-2148-1114,2022-11-25
3711,drama,Discovery of Love,덕수궁 돌담길,playground,"연애의 발견에서 정유미, 문정혁이 걸은 길",매일 00시 - 24시,정보없음,연중무휴,서울특별시 중구 세종대로 99,37.565924,126.97501,02-751-0734,2022-11-18
3712,drama,Love’s Memory,경복궁,playground,이주영(이유영)이 점심을 먹고 이 벽을 따라 걷는다. 그리고 횡단보도에 섰을 때 전화를 받고 길 건너편에 서 있는 전 남자친구이자 지금은 동료인 정지섭(이상엽)을 본다.,"수-월 09시 - 17시 (11월-2월), 수-월 09시 - 18시 (3-5월, 9-10월), 수-월 09시 - 18시 30분 (6-8월)",정보없음,화요일(공휴일인 경우 다음날 휴무),서울특별시 종로구 사직로 161,37.5806736,126.976952,02-3700-3900,2022-11-25
3713,drama,Love’s Memory,효자로,playground,"이주영(이유영)과 정지섭(이상엽)은 이 횡단보도 반대편 끝에서 전화로 서로 말을 하고, 결국 중앙에서 만난다.",매일 00시 - 24시,정보없음,연중무휴,서울특별시 종로구 효자로 37,37.57934,126.9738,02-2148-1114,2022-11-25
3714,drama,Love’s Memory,르풀,cafe,드라마에서 정지섭(이상엽)은 이 카페 근처에 서서 주영(이유영)의 전화를 받지만 휴대폰 배터리가 나갑니다.,"평일 10시 - 20시, 주말 11시 - 20시",정보없음,연중무휴,서울특별시 중구 정동길 33,37.566088,126.97223,02-3789-0400,2022-11-25
3715,drama,Cyrano Agency,N서울타워,playground,10화에서 시라노 팀이 이곳에서 임무를 수행하는 것을 본다.,"전망대 매일 11시 - 22시, 더플다이닝 매일 12시 - 22시",정보없음,연중무휴,서울특별시 용산구 남산공원길 105,37.551168,126.98824,02-3455-9277,2022-11-25
3716,drama,Love Revolution,게스트하우스 파자마파티,stay,1회에서 공유영(박지훈)이 이 게스트하우스로 이사한다.,"매일 입실 14시, 퇴실 11시",정보없음,연중무휴,서울특별시 마포구 성미산로 157-6,37.5649,126.92368,070-4125-1576,2022-11-25
3717,drama,Love Revolution,경의선숲길공원,playground,공유영(박지훈)의 등교길로 나온다.,매일 00시 - 24시,정보없음,연중무휴,서울특별시 마포구 연남동 연남로 80,37.5661595,126.919015,02-3153-6740,2022-11-25
3718,drama,Love Revolution,가든포에트,restaurant,9회에서 이경영(더보이즈 영훈)이 이 카페에서 아르바이트를 하고 있다.,화-일 11시 - 21시 30분,정보없음,월요일,서울특별시 마포구 와우산로14길 12,37.55016,126.9237,0507-1377-0887,2022-11-25
3719,drama,Twelve Nights,동작대교전망카페,station,2회에서 한유경(한승연)이 12일 오전 동작대교에서 일출을 찍기 위해 이 버스 정류장에서 내린다. 2010년 서울에서 4일간의 짧은 체류 셋째 날의 장면이다.,매일 00시 - 24시,정보없음,연중무휴,서울특별시 동작구 동작동 316-3,37.50583,126.9803,02-780-0969,2022-11-25
3720,drama,Twelve Nights,켄싱턴호텔 여의도,stay,문혜란(서은우)과 이 식당에서 만난다.,"매일 입실 15시, 퇴실 11시",정보없음,연중무휴,서울특별시 영등포구 국회대로76길 16,37.530291,126.92187,02-6670-7000,2022-11-25
3721,drama,Twelve Nights,서강대교,playground,1회에서 이백만(장현성 분)은 한유경(한승연)과 함께 인천공항에서 북촌한옥마을까지 태워주는 조수석에 앉아 이 다리를 건너 게스트하우스로 향한다.,매일 00시 - 24시,정보없음,연중무휴,서울특별시 영등포구 여의도동 서강대교,37.536911,126.92495,02-120,2022-11-25
3722,drama,Twelve Nights,원효대교,playground,3회에 고민하는 이백만(장현성)이 찾아오고 윤찬(황재원) 아빠로부터 전화를 받는다.,매일 00시 - 24시,정보없음,연중무휴,서울특별시 영등포구 여의도동 원효대교,37.527046,126.94571,02-2670-3114,2022-11-25
3723,drama,Twelve Nights,동작대교,playground,한유경(한승연)은 3일 아침 일찍 이곳에서 일출을 촬영하기 위해 2회에서 이 다리로 온다.,매일 00시 - 24시,정보없음,연중무휴,서울특별시 용산구 이촌동 동작대교,37.51041,126.981893,02-2199-8580,2022-11-25
3724,drama,Twelve Nights,쌍대포소금구이 본점,restaurant,"1화에서 한유경(한승연, 전 카라)이 친구 강채와 함께 술을 마시러 왔다.","일-목 09시 - 22시 50분, 금-토 09시 - 23시 50분",정보없음,연중무휴,서울특별시 용산구 청파로 291,37.545541,126.97006,0507-1474-1637,2022-11-25
3725,drama,Twelve Nights,가회한옥체험관,stay,이곳은 이백만(장현성)이 운영하는 게스트하우스 '재회'로 등장한다. 거의 다 여기에서 하룻밤 묵는다.,정보없음,정보없음,정보없음,서울특별시 종로구 계동길 85-13,37.58136,126.9863,02-595-4939,2022-11-25
3726,drama,Twelve Nights,아야모자공방,playground,"1회에서 한유경(한승연)은 4일 간의 짧은 체류 첫날,  이 '포토 스튜디오' 앞에 멈춘다. 2010년 서울에서 그녀는 안으로 들어가기로 결심하고 가게 주인 이리(예수정)는 그녀에게 유경에게서 예리한 사진 작가의 눈을 본다고 말합니다. 결국 유경이 여기로 달려오는데 놀랍게도 차현오(신현수)가 문을 열어준다.",화-일 10시 30분 - 18시 30분,정보없음,월요일,서울특별시 종로구 계동길 93,37.58156,126.9867,0507-1322-5422,2022-11-25
3727,drama,Twelve Nights,낙산공원,playground,차현오(신현수)와 한유경(한승연)이 2010년 짧은 4일간의 서울 체류 첫날에서 이 공원에서 만나고 두번째로 이곳에서 만난다. 벤치에서 잠든 그녀는 그의 어깨에 머리를 기대고 잠에서 깨어나고 그는 그녀를 위해 춤을 추며 그가 댄서가 되고 싶어하는 이야기를 그녀에게 들려준다.,매일 00시 - 24시,정보없음,연중무휴,서울특별시 종로구 낙산길 41,37.580667,127.00746,02-743-7985,2022-11-25
3728,drama,Twelve Nights,마로니에 공원,playground,차현오(신현수)는 2010년 짧은 4일간의 서울 체류 사흘째인 장면에서 '제17회 서울현대무용단 공연' 리허설을 하는 친구 박선주(한지은)를 찾아 아르코예술극장 밖에서 담소를 나누고 공유한다.,매일 00시 - 24시,정보없음,연중무휴,서울특별시 종로구 대학로 104,37.580499,127.00244,02-2148-4158,2022-11-25
3729,drama,Twelve Nights,보눔 1957 한옥 앤 부티크,stay,윤찬(김도완)은 '절친'과 7회에서 천다영(한다솔)은 이 호텔 앞에 위치한 (가짜) 버스 정류장으로 그녀를 공항까지 데려다준다.,"매일 입실 15시, 퇴실 12시",정보없음,연중무휴,서울특별시 종로구 북촌로 53,37.5817742,126.984695,02-763-1957,2022-11-25
3730,drama,Twelve Nights,북촌로11길,playground,1회에서 차현오(신현수)와 한유경(한승연)이 단독으로 이 거리를 걷는다.,매일 00시 - 24시,정보없음,연중무휴,서울특별시 종로구 북촌로11길 52,37.582967,126.98348,02-2148-1114,2022-11-25
3731,drama,Twelve Nights,북촌로5가길,playground,"3,4회에서 게스트하우스로 돌아가는 길에 한유경(한승연), 차현오(신현수)가 2010년 서울에서 4일간의 짧은 체류의 마지막 날 비를 피하며 이 골목길 12-7번 집 앞에서 입맞춤을 나눈다. 바로 그날 밤 서울을 떠난다고 한다.",매일 00시 - 24시,정보없음,연중무휴,서울특별시 종로구 북촌로5가길 12-7,37.580327,126.98237,02-2148-1114,2022-11-25
3732,drama,Twelve Nights,북촌마을안내소,playground,차현오(신현수)는 2010년 서울에서의 4박 4일의 짧은 체류 첫날 1회에 이곳을 찾는다.,매일 09시 - 18시,정보없음,연중무휴,서울특별시 종로구 북촌로5길 48,37.57954,126.9832,02-2148-4161,2022-11-25
3733,drama,Twelve Nights,북촌로5나길,playground,"이 거리의 북쪽 끝에 있는 작은 광장은 통로이다. 한유경(한승연, 카라 출신)은 1회에서 북촌을 탐방할 때 이곳을 지나고, 2회에서는 민박을 찾을 때도 이곳을 지나간다.",매일 00시 - 24시,정보없음,연중무휴,서울특별시 종로구 북촌로5나길 3-15,37.581058,126.9819,02-2148-1114,2022-11-25
3734,drama,Twelve Nights,카페진선,cafe,3화에서 공기를 맑게하고 그들의 삼각 사랑 (그녀가 생각하는)을 끝내기 위해 방문한다.,"평일 09시 30분 - 22시, 주말 09시 - 22시",정보없음,연중무휴,서울특별시 종로구 삼청로 59,37.581361,126.98046,02-737-5977,2022-11-25
3735,drama,Twelve Nights,광화문 광장,playground,차현오(신현수)는 2010년 서울에서 4일간의 짧은 체류 중 셋째 날 아침 일찍 일출을 보러 가는 장소이다,매일 00시 - 24시,정보없음,연중무휴,서울특별시 종로구 세종대로 175,37.5706546,126.976661,02-120,2022-11-25
3736,drama,Twelve Nights,왕자만화방,playground,이 가게는 'D&N'으로 등장하며 대부분의 캐릭터들이 이곳을 지나간다. 예를 들어 1회에서 이백만(장현성)이 술을 마시러 왔다.,정보없음,정보없음,정보없음,서울특별시 종로구 윤보선길 31,37.57737,126.9837,,2022-11-25
3737,drama,Twelve Nights,서울 삼청동 아파트,stay,"채널A 열두밤 1회에서 한유경(한승연, 카라)의 친구 강채원(이예은)이 이 아파트에 살고 유경이 그녀와 함께 산다.",매일 00시 - 24시,정보없음,연중무휴,서울특별시 종로구 윤보선길 31-13,37.57732,126.9831,02-2148-1114,2022-11-25
3738,drama,Twelve Nights,안국동 윤보선가,playground,"3회에서 한유경(한승연, 전 카라)과 차현오(신현수)가 이 집을 지나간다. 2010년 서울에서 현오의 자전거로 댄스 안무를 즉흥적으로 하기 위해 이곳에 들른다.",매일 00시 - 24시,정보없음,연중무휴,서울특별시 종로구 윤보선길 62,37.57853,126.9834,02-2148-1114,2022-11-25
3739,drama,Twelve Nights,안국역,station,1회에서 이백만(장현성)이 한유경(구 카라 출신 한승연)을 이 역 2번 출구에서 내려주는 모습이 그려졌다.,매일 05시 - (익일) 01시,정보없음,연중무휴,서울특별시 종로구 율곡로 62,37.576655,126.98573,02-6110-3281,2022-11-25
3740,drama,Twelve Nights,올리바가든,cafe,4회에서 차현오(신현수)는 박선주(한지은)에게 이 식당에서 한유경(한승연)에 대해 이야기한다.,매일 10시 - 21시 ,정보없음,연중무휴,서울특별시 종로구 자하문로 16,37.57757,126.97252,0507-1354-8831,2022-11-25
3741,drama,Twelve Nights,중앙고등학교,playground,"2회에서 이 학교는 '아람중학교'로 등장하는데, 한유경(한승연, 카라 출신)과 친구 강채원(이예은)이 다니던 학교로, 유경이의 짧은 4일 중 서울 3일차에 방문하기로 했다.",매일 00시 - 24시,정보없음,연중무휴,서울특별시 종로구 창덕궁길 164,37.584081,126.986846,02-742-1321,2022-11-25
